address,lon,lat 
"CHESTNUT FARM, BALLYNAHINCH, CASHEL",0,0
"CORCLOUGH WEST, BALMULLET",0,0
"CROWNCOURT, LEIXLIP RD, MAYNOOTH",0,0
"DANESTOWN, BALLRATH, NAVAN",0,0
"DRUMARTIN, BALLYDUFF, KERRY",0,0
"DRUMCROW, CORLISMORE, BALLINAGH",0,0
"DUN CHAOIN, OLD YOUGHAL RD, MAYFIELD",0,0
"DUNAFF, CLONMANY, DONEGAL",0,0
"F11 SPANISH COVE, KILKEE, CLARE",0,0
"HILLARY, BLACKROCK ROAD, CORK",0,0
"IVY LODGE, CORRANDULLA, CO. GALWAY",0,0
"KILTALE, DUNSANY, MEATH",0,0
"LAKELANDS, KNOCKAHER, CULFADDA BALLYMOTE",0,0
"LILLYVILLE, DREWSBORO, SCARRIFF",0,0
"LOUGHBURKE, KILMALEY, ENNIS",0,0
"Mantua, Ballaghaderreen, County Roscommon",0,0
"MONKS HABOUR, GLENGARRIFF, CO. CORK",0,0
"Mullaharlin Road, Dundalk",53.9808536,-6.399807
"NO 10 SCARBH LEATHAN, GREENANE, KANTURK",0,0
"No. 7 Verner Lane, Aikens Village, Stepaside",0,0
"SCART, KILLONAN, BALLYSIMON",0,0
"SEAVEAGH, NEAR GLASSLOUGH, CO MONAGHAN",0,0
"SHROUGHANS, BLESSINGTON, LACKEN",0,0
"SMALL COTTAGE, LAGORE CROSS, RATHOATH",0,0
"SUNNYSIDE, 15 BUSHY PARK RD, RATHGAR DUBLIN 6",0,0
"TEACH SPIDEOIGE, MULTYFARNHAM, WESTMEATH",0,0
"TERHILLION, TERMON, LETTERKENNY",0,0
"THE COTTAGE, LISMAHANE, DRIPSEY",51.93108515,-8.737866920322944
"TOHER, FINEA, CO WESTMEATH",0,0
"TRASNA, CROSS DOUGLAS RD, CORK",0,0
"UPPERSUNVILLE, ARDPATRICK KILLMALLOCK, LIMERICK",0,0
"WOODLAND VIEW, BROCKAGH, ROBERTSTOWN",0,0
"1  and 1A PARNELL ST, WEXFORD, WEXFORD",52.3343202,-6.456998380050874
"1 A BEATTYSTOWN, FAIRHILL RD, CLADDAGH",0,0
"1 ALLEN DALE LAWN, BALTINGLASS, WICKLOW",0,0
"1 CLUNY GROVE, KILLINEY, DUBLIN",53.2709457,-6.1266536
"1 Heather View, Forest Road, Swords",0,0
"1 OLD CONNAUGHT COTTAGES, OLD CONNAUGHT, BRAY",0,0
"1 OLD STREET, MALAHIDE, CO DUBLIN",53.4510443,-6.154908
"1 RIVERSIDE, SLIGO",0,0
"1 ROCKVIEW, LEGAN, LONGFORD",0,0
"1 VERNER LANE, BELMONT, AITKENS VILLAGE",0,0
"10 COIS NA BREAU, GRAIGUENAMANAGH, KILKENNY",0,0
"10 CRUSHROD AVE, DROGHEDA, LOUTH",53.7213774,-6.3447701
"10 ST LAURENCES PARK, WICKLOW, WICKLOW",52.9766973,-6.0467284
"106 FARRANFERRIS AVE, FARRANREE, CORK",51.9128772,-8.4807125
"10C Newtown Park, Tallaght, Dublin 24",0,0
"11 ORWELL PARK HEIGHTS, TEMPLEOGUE, DUBLIN 6W",53.2986712,-6.3225224359090895
"112(otherwise12)Beech Court, Beech rd, Killarney",0,0
"117 THE ELM CHARLEVILLE SQUARE, BUTTERFIELD AVENUE, RATHFARNHAM",0,0
"12 DROIM NA CILLE, CAHERWALTER, LOUGHREA",0,0
"12 RAHEEN AVE, TALLAGHT, DUBLIN 24",0,0
"12 The Forge View, Lusk",53.5202326,-6.1642026
"13 HAZELWOOD, BLACKWATER, WEXFORD",52.4495419,-6.346883399999999
"13 HEYTSBURY STREET, DUBLIN 8, DUBLIN",0,0
"13 Vesey Place, Dun Laoghaire, County Dublin",53.291948399999995,-6.144153028301156
"132 DEEL MANOR, ASKEATON, LIMERICK",0,0
"134 ST PETERS ROAD, GREENHILLS, DUBLIN 12",53.31245975,-6.328463498656534
"14 BELGIUM SQ, MONAGHAN, MONAGHAN",0,0
"14 WOODLEIGH ASH, HIGHFIELD RD, RATHGAR DUBLIN 6",53.3134163,-6.2648679963994365
"147 TEMPLE GARDENS, NORTHWOOD, SANTRY",0,0
"14A BALLYMOUNT SQ, WALKINSTOWN, DUBLIN 12",0,0
"15 LAVARNA GROVE, TERENURE, DUBLIN 6W",53.3098648,-6.2991794
"15 The Park, Moyglare Hall, Maynooth",53.39140195,-6.596027500000001
"16 CONVENT VIEW, LISTOWEL, CO KERRY",0,0
"16 finvola park, dunfanaghy",55.176368,-7.9746902
"16 ROSSGROVE COURT, HENNESSYS RD, WATERFORD",0,0
"17 BENGAL TERRACE OLD, CORK RD, LIMERICK",0,0
"171 CASTLECURRAGH VALE, MULHUDDART DUBLIN 15, DUBLIN",53.4038565,-6.3865584
"18 CORRIG HOUSE, CORRIG AVE, DUN LAOGHAIRE",53.288233500000004,-6.1348651771298695
"18 PARKOWEN, QUAKER RD, CORK",0,0
"18 ROCKBORO HEIGHTS, WATERPARK ESTATE, WATERPARK",0,0
"18 THE SPIRES, CLIFDEN, GALWAY",53.4922915,-10.0184023
"19 DRUMKEEN MANOR, ROCHESTOWN AVE, DUN LAOGHAIRE",53.2684708,-6.1392033
"19 GRANGE DOWNS, RATHFARNHAM, DUBLIN 14",53.2883186,-6.2727996
"19 MOUNT DRINAN CRESCENT, FELTRIM RD, SWORDS",0,0
"2 OLD DOUGHISKA RD, GALWAY, GALWAY",53.2845757,-8.9815801
"2 ST COLUMBAS RISE, SWORDS, DUBLIN",53.4592243,-6.2260974
"2 THE BELFRY, DULEEK, MEATH",0,0
"20 LIFFEY CLOSE, LIFFEY VALLEY PARK, LUCAN",0,0
"20 ORLAGH COURT, SCHOLARSTOWN, DUBLIN 16",53.2779429,-6.3196773
"21 CE NA MARA, THE DOCKS, GALWAY",0,0
"22 RIVERSIDE PARK, CLONMANY, DONEGAL",0,0
"22 THE COURT, BETTYGLEN, RAHENY DUBLIN 5",0,0
"23 FAIRGREEN PARK, LONG LANE, LETTERKENNY",0,0
"24 ARDULIAUN HEIGHTS, MULLINGAR, CO WESTMEATH",0,0
"24 CLAREMONT, BALLYFORAN, BALLINASLOE",0,0
"24 Tower View, Trim",53.5613866,-6.7875956
"25 Clarkes Wood, Mount Oval, Rochestown",0,0
"26 CAIRNWOOD COURT, COOKSTOWN, TALLAGHT DUBLIN 24",0,0
"27 KNOCKANPIERCE, NENAGH, TIPPERARY",52.859965,-8.202443099671711
"3 BELFIELD CLOSE, CLONSKEAGH RD, DUBLIN 14",53.3074729,-6.2362304
"3 CHRISTCHURCH HALL, HIGH ST, DUBLIN 8",53.3431073,-6.2738171
"3 OLD HAYESTOWN, RUSH, CO DUBLIN",0,0
"3 THE NURSERIES, MOYLOUGH, GALWAY",53.48792675,-8.571485474027106
"30 ABBEY VIEW, TULLOW, CO CARLOW",0,0
"30 BLENHEIM HEIGHTS, WATERFORD, WATERFORD",0,0
"32 Ardfield Road, Grange",0,0
"33 BECTIVE PLACE, KELLS, COUNTY MEATH",53.7169188,-6.8736006
"33 GLENBARROW, BALLYFIN ROAD, PORTLAOISE",0,0
"33 PATRICIAN VILLAS, STILLORGAN, DUBLIN",53.290590550000005,-6.195483024678552
"34 College Orchard, Newbridge",53.1866863,-6.7984041
"34 EARLSFORT LAWN, LUCAN, DUBLIN",53.3465455,-6.4125068
"36 Cnoic Caislean, Knockboy, Waterford",0,0
"36 MAPLEWOOD DR, SPRINGFIELD, TALLAGHT DUBLIN 24",53.2845841,-6.3828419
"37 FARRENBOLEY PARK, WINDY ARBOUR, DUNDRUM",53.3037042,-6.2456232
"37 Mill Hill Lawns, Manorhamilton",0,0
"4 CARYSFORT COURT, DALKEY, DUBLIN",53.2788947,-6.1038289
"4 DEERY TCE, INNISKEEN, DUNDALK",0,0
"4 MERRION HALL, MOUNT MERRION AVE, BLACKROCK",53.2976776,-6.203830089455641
"4 ROSSMORE AVE, TEMPLEOGUE, DUBLIN 6W",53.296823849999996,-6.321349100000004
"4 THE HOUSE, BAN NA GREINNE, NAAS",0,0
"40 NUTGROVE PARK, CLONSKEAGH, DUBLIN 14",53.3079789,-6.239809
"41 GRANGE HOUSE, TAYLORS HILL, RATHFARNHAM DUBLIN 14",0,0
"41 RIBBONTAIL WAY, LONGWOOD, ENFIELD",0,0
"42 MARIAN PARK, DROGHEDA, LOUTH",0,0
"421 CARLETON WHARF, YOUGHAL, CORK",51.94762165,-7.841789864270958
"43  Milltown Gate, Burgage Mor, Blessington",0,0
"43 SHANTALLA RD, BEAUMONT, DUBLIN 9",53.3875585,-6.2429699
"45 B KILGARRON PK, ENNISKERRY, WICKLOW",53.1924253,-6.182737400834453
"45 BAYSIDE SQ WEST, BAYSIDE, SUTTON",53.3881854,-6.1409365
"45 C KILGARRON PARK, ENNISKERRY, WICKLOW",53.1924253,-6.182737400834453
"45 KENNINGTON RD, TEMPLEOGUE, DUBLIN 6W",53.3004792,-6.332246620248144
"45 Stratton Walk, Adamstown, Co Dublin",53.3381515,-6.4635931
"46 MILL LODGE, FOXFORD",0,0
"47 Mill Lodge, Foxford",0,0
"48 SHANGANAGH VALE, CABINTEELY, DUBLIN 18",53.25267705,-6.140466225439235
"5 COIS FARRAIGE, MAIN STREET, WATERVILLE",0,0
"5 Fieldbrook, Dublin Road, Portlaoise",0,0
"50 Woodbine Avenue, Booterstown, County Dublin",0,0
"53 SWIFTBROOK GLEN, VIRGINIA, CAVAN",53.8400605,-7.1001525
"54 CRUACHAN PARK, RAHOON, GALWAY",0,0
"56 OWENTARGLEN, RIVER VALLEY, MALLOW",0,0
"57 FORTFIELD RD, TERENURE, DUBLIN 6W",53.309180850000004,-6.302795544833532
"58 BEVERTON COURT, DONABATE, DUBLIN",0,0
"58 TUSKAR COURTYARD, MARINA VILLAGE, ARKLOW",0,0
"6 CASTLEBLAYNEY RD, BALLYBAY, MONAGHAN",54.129873,-6.8971535
"6 GILLABBEY PARK, OFF ODONOVAN ROSSA RD, DONOVANS RD",0,0
"6 Soldier's View, Boghall Road, Bray",0,0
"61 ADMIRAN PARK, STRANORLAR, DONEGAL",54.8111051,-7.7686559056782585
"61 CYPRESS GROVE RD, TEMPLEOGUE, DUBLIN 6W",53.2997041,-6.310029606509849
"62B GLASNEVIN HILL, DUBLIN 9",53.3738213,-6.2687073
"63 BRACKEN HILL, SANDYFORD, DUBLIN 18",53.270461850000004,-6.237052741315761
"7 BELGARD RD, DUBLIN 22, DUBLIN",53.303056,-6.396667
"7 ST EGNEYS TERRACE, COCKHILL RD, BUNCRANA",0,0
"7 THE COURT, HIGH PARK, GRACE PARK RD DUBLIN 9",0,0
"72 GLENTOW RD, WHITEHALL, DUBLIN 9",53.3871859,-6.2476243
"77 THE GROVE, INSE BAY, LAYTOWN",53.68528945,-6.2455738976256985
"78 LEIGHLIN RD, DUBLIN 12, DUBLIN",53.32427705,-6.3007811
"8 COIS FARRAIGE, SPUNKANE, WATERVILLE",0,0
"8 HALSTON ST, DUBLIN 7, DUBLIN",53.349829,-6.2714093
"8 KEELGROVE, ARDNACRUSHA, CLARE",0,0
"8 Rockvale Terrace, Lower Glanmire Road, Cork",0,0
"80 Orchard Heights, CHARLEVILLE, CORK",52.35985595,-8.693331548375056
"83 BEINN AOIBHINN, GORTLEA, LETTERKENNY",0,0
"85 SLI GHEAL, BALLYMONEEN RD, GALWAY",0,0
"86 New Ireland Road, Rialto",53.33689,-6.3010087
"9 Rosan, Bunraite, Bunratty",0,0
"91 RUSHEENEY AVE, CLONSILLA, DUBLIN 15",53.3995975,-6.4212704
"AMBREY, COUSINSTOWN, TOMHAGGARD",0,0
"Apartment 1, 26 Gladstone Street, Clonmel",0,0
"Apartment 20, Charleston Maltings, Bailick Road  Midleton",0,0
"APT 1 CURRAGH HOUSE, BALLINACURRA, LIMERICK",0,0
"Apt 10 Parkside, Portlaoise",0,0
"APT 15, CINNAMON WHARF, WESTPORT",0,0
"APT 178, PEMBROKE SQ APTS, GRAND CANAL ST DUBLIN 4",0,0
"Apt 32  Parkside, Portlaise",0,0
"Apt 32 Knightsbridge Court, Knightsbridge Village, Longwood Road  Trim",0,0
"APT MOYNAGHS SUPPER MARKET, MAIN STREET, BAILIEBOROUGH",0,0
"ARDERROW, BALLYVOLANE, CORK",0,0
"BALLINABEARNA, BALLINHASSIG, CO. CORK",0,0
"BALLINVRISKIG, WHITES CROSS, CORK",0,0
"BALLYARGUS, REDCASTLE, DONEGAL",55.166667,-7.166667
"BALLYDRUM, SWINFORD, CO MAYO",53.962294400000005,-8.91102684810399
"BALLYKINEALY, BALLYMACODA, CO CORK",0,0
"BARLEYMOUNT EAST, KILLARNEY, KERRY",52.09755785,-9.570265019802584
"BOGMOUNT ABBEYFEALE, ABBEYFEALE, LIMERICK",0,0
"BRIDGE ST, CLARA, OFFALY",53.3428554,-7.615041
"CLORAN RD, ATHBOY, MEATH",53.622388,-6.9285992
"DEENODES, COOLANEY, SLIGO",0,0
"DRUMACRIN, BUNDORAN, DONEGAL",54.479390050000006,-8.27267691074939
"ERRIGAL, 9 SPRINGFIELD, SUMMERHILL",0,0
"FORQUAR, MILFORD, CO.DONEGAL",0,0
"FRIARSTOWN, GRANGE, LIMERICK",52.5963323,-8.61777904288618
"GALLOW PADDOCKS, SUMMERHILL RD, KILCOCK",53.43522995,-6.712711434907694
"GEORGES TREE, KNOCKROE, CONNAHY",0,0
"Griffinstown, Kinnegad",53.46084945,-7.183486822270882
"HIGH ST, DRUMSHANBO, LEITRIM",54.0467406,-8.0401507
"Knockastoller, Bunbeg",0,0
"LOWER TOOMALINE, DOON, LIMERICK",52.5908012,-8.235713884273988
"MACKEYS PLACE, NENAGH, CO TIPPERARY",0,0
"MONVANA, MARBLE HALL PARK, DOUGLAS",0,0
"No. 7 The Mews, Hook View, Dunmore East",0,0
"OURAGH, TULLOW, CARLOW",52.78020035,-6.738392700823816
"ROCKCHAPEL, LOTT LANE, KILCOOLE",53.11147475,-6.060151165545417
"SAOIRSE, CROSSFIELD, KENNELL HILL",0,0
"SPITTLE, GLENROE, KILMALLOCK",0,0
"ST ANNES, VEVAY ROAD, BRAY",53.1905262,-6.1039658
"ST JOSEPHS, KNOCKRAHA, CO CORK",0,0
"ST THERESE, BACK OF MARINE PARADE, LAHINCH",0,0
"STABLES, HOLLYWOOD, BALLYBOUGHAL",0,0
"SUNVILLE, MARBLE HALL PARK, DOUGLES ROAD",0,0
"TANDRAGEE, CLONMANY, INISHOWEN",0,0
"TUBBEREEN, CLONAKILTY, CORK",0,0
"TULLY, CARRIGALLEN, LEITRIM",0,0
"1 DRAGOON HILL, HOLLYWOOD, WICKLOW",0,0
"10  Mullaunmore, Ballon, County Carlow",0,0
"10 ASHTON GROVE, KNOCKLYON, DUBLIN 16",53.2860846,-6.3079228
"10 BLACKWOOD PARK, ONGAR CHASE, ONGAR",53.3940863,-6.445161
"10 COOLMINE PARK, BLANCHARDSTOWN, DUBLIN 15",53.38280485,-6.389246672528032
"10 JAMES EVERETT PARK, BRAY, WICKLOW",53.2059834,-6.1211769
"10 THE PROMENADE, KELLYS BAY, SKERRIES",0,0
"10 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"11  12 & 14 NEWTOWN, 19 & 20 Rinshinna, Castlebar",0,0
"11 ABBEY ST, ARKLOW, WICKLOW",52.7938711,-6.1556912
"11 FOXHILL CLOSE, AYREFIELD, DUBLIN 13",0,0
"11 ROSEMOUNT AVE, ARTANE, DUBLIN 5",0,0
"11 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"115 SEAFIELD CT, SEAFIELD RD, KILLINEY",53.248883899999996,-6.114733949999998
"12 Ardcahon Way, Coolkellure, Lehenaghmore",0,0
"12 Rope Walk, Monaghan",0,0
"12 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"12 Westown Avenue, Naul",53.58387585,-6.2893286311299
"13 DAVITT RD NORTH, WEXFORD, WEXFORD",52.3388536,-6.472235293709677
"13 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"138 Gleann Alainn, Tullyallen, Co. Louth",53.737438,-6.4096541
"139 AULDEN GRANGE, SANTRY, DUBLIN 9",53.3981321,-6.2338286
"139 CROSNEEN MANOR, GRAIGUE, CARLOW",0,0
"14 CUL NA GREINE, OLDCASTLE RD, BALLYJAMESDUFF",0,0
"14 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"15 CUSHALLA, ALLENWOOD, NAAS",0,0
"15 LANSDOWNE VILLAGE, SANDYMOUNT, DUBLIN 4",0,0
"15 Meath Place, Pimlico, Dublin 8",0,0
"15 SYCAMORE HEIGHTS, PATRICKSWELL, CO LIMERICK",52.6016879,-8.7118542
"15 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"15 WOODEN BUILDINGS, ESCHANGE ST UPPER, DUBLIN 8",0,0
"16 HOME VILLAS, DONNYBROOK, DUBLIN 4",0,0
"16 ODONOVANS, HIGH ST, KILLARNEY",0,0
"16 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"161 CASTLETOWN ESTATE, LEIXLIP, KILDARE",53.34580565,-6.536754798524858
"17 BLOCK 1 CARLTON ABBEY HOTEL, CONVENT GARDENS, ATHY",0,0
"17 COIS RIASC, BANTRY, CORK",51.682967,-9.4454515
"17 NEPTUNE HOUSE, CANADA SQ, WATERFORD",52.2581621,-7.1023673
"18 GRANGE LODGE COURT, CLONGRIFFIN, DUBLIN 13",53.4003491,-6.1546156
"18 PORTBEG, BUNDORAN, DONEGAL",0,0
"184 THE ASH, CHARLEVILLE SQ, RATHFARNHAM DUBLIN 14",0,0
"19 Oyster Bay, Rosses Point, County Sligo",54.30742085,-8.54819645
"19 PEARSE SQUARE, DUBLIN 2",53.34410495,-6.242636637649575
"19 PRESTON MILL, DROGHEDA, LOUTH",0,0
"19 The Willows, Allenwood, Co. Kildare",53.2858382,-6.86042273525641
"2 CLIFF RD, INNISCRONE, SLIGO",0,0
"2 GLENMORE DRIVE, DROGHEDA",53.7202664,-6.3437309
"2 THE VIEW, ROSEVILLE, BETTYSTOWN",53.6969653,-6.2511827
"2 WESTON VILLAS, ROSBRIEN RD, LIMERICK",0,0
"2 WINDMILL, CAHIR RD, CASHEL",52.50255,-7.897640511854192
"20 ASHGROVE, THE PADDOCKS, ENNISCORTHY",0,0
"20 CRADDOCKSTOWN WAY, NAAS, KILDARE",0,0
"20 EBENEZER TERRACE, CIRCULAR RD, DUBLIN 8",0,0
"206 MOUNT KENNETT COURT, DOCK RD, LIMERICK",0,0
"21 Kylebrook, Abbeyleix Road, Portlaoise",0,0
"21 SEAMOUNT VILLAGE, RIVERCHAPEL, GOREY",52.6365655,-6.232456732638044
"21 THE WELLINGTON, RIVERPARK APTS, CONYNGHAM RD DUBLIN 8",0,0
"22 CASTLE PARK, NEWTOWNFORBES, LONGFORD",0,0
"22 Orpen Green, Stillorgan Grove, Blackrock",53.288806699999995,-6.188344644447014
"229 BALLYROAN RD, RATHFARNHAM, DUBLIN 16",53.2863265,-6.2933337
"23 AN DOIRIN, GREEN ST, DINGLE",0,0
"23 CLARINDA MANOR, DUN LAOGHAIRE, DUBLIN",53.28801085,-6.132580197948327
"23 Lisheen Fields, Ovens",51.8809594,-8.6237303
"23 Scramogue manor, scramogue, county roscommon",0,0
"26 Pairc na Ri, Tuam Road, Athenry",0,0
"26 RINN LIA, BALLYBRIT, GALWAY",0,0
"26 Tir na gCapall, Ballybrit",53.2918413,-8.9921758
"263 BELLEVUE, ISLANDBRIDGE, DUBLIN CITY",0,0
"27 MAIGUE WAY, JOHN CAREW PARK, LIMERICK",0,0
"27 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"28 CASTLEVILLAGE WOODS, CELBRIDGE, KILDARE",0,0
"28 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"29 CROMWELLSFORT ROAD, WALKINSTOWN, DUBLIN 12",53.317124,-6.3318932
"29 Millrace Drive, Saggart, Co Dublin",0,0
"29 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"2B DURHAM RD, SANDYMOUNT, DUBLIN 4",53.3301296,-6.2123896
"2B GREENHILLS BALLINAMEEN BOYLE, ROSCOMMON",0,0
"3 3 SHANLO HOUSE, ABBEY RD, ATHLONE",0,0
"3 ARDKEALE, MOUNT OVAL, ROCHESTOWN",0,0
"3 CHARLES DALY RD, TOGHER, CORK",51.8802024,-8.4880657
"3 ELVANA, STAMULLEN, MEATH",0,0
"3 JAMES PLUNKETT HOUSE, GRATTAN CRESCENT, INCHICORE",0,0
"3 THE BELFRY, ABBEYFEALE, LIMERICK",0,0
"3 VAUDEVILLE TERRACE, COMMONS RD, CORK",0,0
"30 GRANGEMORE, BISHOP O DONNELL RD, GALWAY",0,0
"30 Nutley Road, Donnybrook",53.3172253,-6.223279
"30 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"31 THE RISE, BODEN PARK, BALLYBODEN DUBLIN 16",53.2807626,-6.3041403107695935
"31 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"32 BOYNE HALL, DROGHEDA, LOUTH",53.71759875,-6.355372058489058
"32 GERALDINE PLACE, CORK, CORK",51.896276650000004,-8.459550581378053
"32 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"33 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"34 Bremore Pastures Way, Balbriggan",0,0
"34 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"35 TEMPLE VIEW GREEN, CLAREHALL, DUBLIN",0,0
"35 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"36 Milltown Gate, Burgage Mór, Blessington",0,0
"36 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"37 BALRUDDERY WOOD, BALROTHERY, DUBLIN",53.5826323,-6.1872282
"37 RIVERSIDE, CASTLEREA, ROSCOMMON",0,0
"37 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"38 ALTAMOUNT HALL, STONEY RD, DUNDRUM DUBLIN 14",0,0
"38 Milltown Gate, Burgage Mor, Blessington",0,0
"38 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"39 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"4 Aspen Way, Foxburrow, Portlaoise",53.0365882,-7.2686159
"4 ELM DENE, ELMWOOD, LUCAN",0,0
"4 ESKER GROVE, COOTEHILL, CO RSOCOMMON",0,0
"4 newberry park, edenderry",0,0
"40 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"41 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"42 Tir na gCapall, Ballybrit",53.29133695,-8.991931048766727
"43 STAUNTON AVE, GRAIGUECULLEN, CARLOW",0,0
"43 Tir na gCapall, Ballybrit",53.2918413,-8.9921758
"44 The Churchfields, Main Street, Doonbeg",0,0
"45 Carrowmore Meadows, Knock",0,0
"48 Connaberry, Lower Slavery, Buncrana",0,0
"49 CHARTER HOUSE, DUNBOYNE RD, MAYNOOTH",0,0
"4A DEANSTOWN PK, FINGLAS, DUBLIN 11",0,0
"5 CASTLEVIEW, CLONTARF, DUBLIN 3",0,0
"5 Crosforge, Saggart, Co Dublin",0,0
"5 Dalkey Avenue, Dalkey",53.2776928,-6.1079145
"5 MOUNT PROSPECT APT, MULLINGAR, WESTMEATH",0,0
"5 RIVERSIDE DR, KILLARNEY, KERRY",52.0516964,-9.49034500458216
"5 THE DRIVE, GRAIGAVERN LODGE, BALLYBRITTAS",53.1112438,-7.129928
"52 Ballynakelly Green, Newcastle",53.29332705,-6.492449224086565
"55 WHITEBROOK PARK, SPRINGFIELD, TALLAGHT",53.2849098,-6.391861
"56 AGLISH EST, CURRAGH, CASTLEBAR",53.8483229,-9.299655686158012
"59 GILTSPUR BROOK, BRAY, WICKLOW",53.1912925,-6.1148415
"59 THE FAIRWAYS, WESTPORT, MAYO",53.80404645,-9.5281115
"6 Crosforge, Saggart, County Dublin",0,0
"6 DUN NA CARRAIGE, BLACKROCK, SALTHILL",0,0
"60 CHURCHFIELDS, CLONLARA",0,0
"60 Elderwood, Castlebridge",52.3764828,-6.452654839824043
"61 Elderwood, Castlebridge",52.3764828,-6.452654839824043
"68 Crosforge, Saggart",0,0
"69 CASTLEMARTIN CLOSE, BETTYSTOWN, MEATH",0,0
"7 ALBERT TERRACE, DUBLIN 2, DUBLIN",53.3320601,-6.2610009
"7 Ardfinn Crescent, Ardfinn, Strandhill Road",0,0
"7 Cherrywood Park, Loughlinstown",53.245411250000004,-6.136617769702093
"7 COOLKILL, SANDYFORD, DUBLIN",53.269693849999996,-6.227590850000004
"7 CRIMSOM MEWS, ROSSCARBERY, CORK",0,0
"7 GRIFFEEN GLEN VIEW, LUCAN, DUBLIN",53.34220555,-6.437322706430802
"7 POOLE TERRACE, DOLPHINS BARN ST, DUBLIN 8",0,0
"7 ST ENDA AVE, TUAM, CO GALWAY",0,0
"7 THE GROVE, KINGSWOOD HEIGHTS, TALLAGH",0,0
"75 NEWBROOK AVE, DONAGHMEDE, DUBLIN 13",53.3949756,-6.1591793
"79 ASHBROOK, THE MOYNE, ENNISCORTHY",0,0
"8 GLENARD AVE, SALTHILL, GALWAY",0,0
"8 GRANGE VIEW GREEN, CLONDALKIN, DUBLIN 22",53.3276001,-6.4465885
"8 MARINE LIGHTHOUSE, ENNISCRONE, LIGHTHOUSE",0,0
"82 CLEARSTREAM COURT MCKEE AVE, FINGLAS DUBLIN 1, DUBLIN",0,0
"83 BOW LANE, OLD KILMAINHAM VILLAGE, DUBLIN 8",0,0
"83 THE MAPLES, HAZELHILL, BALLYHAUNIS",0,0
"9 BRIDGEFIELD, KILLARNEY, KERRY",52.0684425,-9.503622
"9 GLENAGEARY TERRACE, DUN LAOGHAIRE, DUBLIN",53.2808019,-6.140831744340879
"9 HARCOURT TERRACE, DUBLIN 2, DUBLIN",53.33153795,-6.257940378560095
"9 Tir na gCapall, Ballybrit",53.2916376,-8.9919524
"9 WAYSIDE COTTAGES, KILTERNAN, DUBLIN",53.2378793,-6.1967552
"90 WESTCOURT, DROGHEDA, LOUTH",53.7229252,-6.3354908
"92 GRIFFITH AVE, CLONMEL, TIPPERARY",52.3592812,-7.6933928
"92 MOY HOUSE, CUSTOM HOUSE QUAY, DUBLIN 2",0,0
"93 MARIAN RD, RATHFARNHAM, DUBLIN 14",53.2921887,-6.2978264
"97 PEARSE PARK, DUNDALK, LOUTH",54.0041212,-6.4074368
"98 CHERRYWOOD DR, CLONDALKIN, DUBLIN 22",53.3202961,-6.410188
"APARTMENT 27, 35 MOUNTJOY SQUARE, DUBLIN 1",0,0
"Apartment 41, Arranmore, 13/17 Pembroke Road",0,0
"APARTMENT 4, PARKNASILLA, VEVAY ROAD BRAY",0,0
"APT 5, CARRAIG PALMER, QUINCENTENNIAL DR",0,0
"AYLEACOTTY, QUIN, CO CLARE",0,0
"BALLINAPARKA, CAPPOQUIN, WATERFORD",0,0
"BALLINROSTIG, WHITEGATE, CORK",51.8181909,-8.1858806
"BELMONT, 4 MOUNT VINCENT VIEW, OCONNELL AVE",0,0
"BRAMBLE HOUSE, FOXHALL, LENAMORE",0,0
"CARROWCRORY, VIA BALLINAFAD, BOYLE",0,0
"CHAPEL HILL, THOMASTOWN, KILKENNY",52.6452327,-7.150162934760076
"CHAPEL STREET, LISMORE, CO. WATERFORD",52.1366596,-7.93197
"CLEIRE, CULLINAGH, NEWCASTLE WEST",0,0
"CLONARD, LISCAHANE MORE, KINSALE",0,0
"CLOONAUGH, DRUMLISH, LONGFORD",0,0
"CLOONCON EAST, GLENAMADDY, GALWAY",0,0
"CRORY, FERNS, WEXFORD",0,0
"Derry Road, Manorcunningham",0,0
"ESKER SOUTH, BALLINALEE",0,0
